UserID,Username,IPAddress,DeviceType,Browser,LoginTimestamp,City,Country,Latitude,Longitude,FailedLoginAttempts,Purchases,AverageOrderValue,CartAbandonmentRate,SessionDuration,BrowsingEvents,IsFake
429,ireyes,38.171.106.103,Tablet,Safari,2025-01-18 11:46:16,Toronto,Canada,43.6532,-79.3832,0,0,0.0,0.7140503206702722,2510,51,0
455,vclayton,206.135.40.92,Tablet,Firefox,2025-04-23 01:39:16,London,UK,51.5074,-0.1278,0,0,0.0,0.0,2041,53,1
434,marywilson,184.137.0.237,Tablet,Chrome,2025-03-02 23:31:04,Toronto,Canada,43.6532,-79.3832,0,0,0.0,0.3814523525504332,2210,53,0
135,carolineleblanc,70.255.159.100,Tablet,Firefox,2025-07-28 15:53:40,Mumbai,India,19.076,72.8777,0,3,88.94151141549186,0.2961815744212131,3152,61,0
44,jgarcia,28.106.228.142,Mobile,Chrome,2025-09-05 18:14:29,Paris,France,48.8566,2.3522,0,3,59.40953735685605,0.19715632313423168,129,69,0
135,carolineleblanc,187.57.222.120,Desktop,Chrome,2025-07-04 00:24:38,Berlin,Germany,52.52,13.405,0,2,94.94353120811884,0.24001104978178897,2164,50,0
309,pamela18,30.194.168.46,Mobile,Safari,2025-08-17 03:44:09,São Paulo,Brazil,-23.5505,-46.6333,0,0,0.0,0.9170145020516185,3204,62,0
19,ramirezmason,31.60.59.89,Tablet,Safari,2024-12-12 01:27:53,London,UK,51.5074,-0.1278,0,0,0.0,0.3950091837907105,2710,47,0
163,tannerjames,169.37.44.69,Desktop,Safari,2025-09-01 12:52:45,Tokyo,Japan,35.6895,139.6917,0,0,0.0,0.6673494264865993,267,32,0
210,wriley,214.52.228.73,Desktop,Firefox,2025-01-30 16:14:23,Cape Town,South Africa,-33.9249,18.4241,0,4,121.77626486692851,0.0330926962529011,2666,31,0
192,tara80,55.118.127.57,Bot,Firefox,2025-03-14 11:09:17,Mumbai,India,19.076,72.8777,0,0,0.0,0.0,432,97,1
255,flowe,171.220.188.26,Desktop,Chrome,2024-10-10 05:36:35,Toronto,Canada,43.6532,-79.3832,0,0,0.0,0.8204386094863936,2793,51,0
73,fowlergabrielle,49.79.243.243,Mobile,Edge,2025-03-02 23:27:05,São Paulo,Brazil,-23.5505,-46.6333,0,4,51.49671776484837,0.10788169325508655,2490,12,0
465,pughdonald,144.159.225.251,Tablet,Safari,2024-12-27 16:18:03,London,UK,51.5074,-0.1278,0,0,0.0,0.7058734795874577,3426,22,0
192,tara80,45.90.123.242,Desktop,Edge,2024-12-10 02:26:26,Cape Town,South Africa,-33.9249,18.4241,0,0,0.0,0.0,1054,71,1
430,richardsrichard,7.89.16.82,Mobile,Safari,2025-07-04 07:02:29,Tokyo,Japan,35.6895,139.6917,0,2,137.90214610767413,0.008144728918888145,2386,22,0
125,jamie22,125.148.249.113,Desktop,Safari,2023-11-03 10:03:43,New York,USA,40.7128,-74.006,0,4,110.27821433677653,0.16332092823754166,608,28,0
14,nathan24,216.217.85.117,Tablet,Edge,2025-07-15 23:43:25,Cape Town,South Africa,-33.9249,18.4241,0,4,90.01271491075504,0.07097964605155856,1692,45,0
244,shannonholt,102.208.2.183,Tablet,Edge,2025-07-17 03:30:32,Tokyo,Japan,35.6895,139.6917,0,0,0.0,0.6077561641481255,457,12,0
145,sandra75,10.176.151.194,Desktop,Edge,2024-06-24 08:32:10,São Paulo,Brazil,-23.5505,-46.6333,0,5,61.82789839410583,0.20238650458333218,3190,27,0
70,nicolehicks,75.205.164.83,Desktop,Firefox,2025-08-23 22:17:39,New York,USA,40.7128,-74.006,0,4,136.71421083559738,0.28933536347324484,844,82,0
362,michelle08,162.215.112.204,Mobile,Edge,2025-02-22 00:46:26,Toronto,Canada,43.6532,-79.3832,0,4,102.54755610125432,0.12298037656612089,1703,38,0
213,kolson,164.160.89.183,Desktop,Edge,2025-04-11 19:43:27,New York,USA,40.7128,-74.006,0,4,85.70423689661911,0.051583280750549375,1935,7,0
18,nathaniel13,82.88.150.150,Mobile,Edge,2025-08-08 13:22:36,London,UK,51.5074,-0.1278,0,2,128.3695543574919,0.26724666612278863,1061,48,0
452,cynthia90,151.105.19.87,Mobile,Chrome,2025-01-30 06:11:46,Berlin,Germany,52.52,13.405,0,1,71.5573169508722,0.22396972120719544,108,80,0
341,awest,68.148.210.129,Mobile,Safari,2025-05-01 02:54:32,Berlin,Germany,52.52,13.405,0,3,47.742719942490055,0.17481468653315832,656,65,0
197,cynthiamorrow,53.116.189.38,Tablet,Safari,2025-05-22 08:30:08,Sydney,Australia,-33.8688,151.2093,0,2,147.81890708647234,0.008127020434922605,2613,34,0
430,richardsrichard,214.65.79.147,Desktop,Chrome,2025-04-28 20:15:18,Sydney,Australia,-33.8688,151.2093,0,5,50.170061910570396,0.030057175792405397,1392,25,0
12,eddie54,82.23.209.111,Tablet,Chrome,2024-09-02 01:08:54,Mumbai,India,19.076,72.8777,0,2,96.0461632617869,0.1263613893293049,1630,16,0
86,jessica45,35.197.193.246,Tablet,Edge,2025-05-20 18:24:21,Berlin,Germany,52.52,13.405,0,4,80.3264606835067,0.21327106583567287,185,48,0
336,harrisoncatherine,72.218.150.87,Desktop,Chrome,2025-03-15 21:15:05,Tokyo,Japan,35.6895,139.6917,0,3,20.284453425921228,0.22086011400754393,2693,45,0
5,holmeslisa,201.165.126.217,Desktop,Chrome,2025-08-16 22:15:54,Mumbai,India,19.076,72.8777,0,4,95.20725413678863,0.05938208788572656,2242,19,0
107,phillipfox,57.124.200.146,Tablet,Firefox,2025-07-01 13:10:40,Mumbai,India,19.076,72.8777,0,3,28.79158646470439,0.09856594560110109,528,56,0
60,tony24,87.31.228.32,Tablet,Firefox,2025-01-28 03:48:32,London,UK,51.5074,-0.1278,0,4,100.66743414060282,0.1795777530417643,2567,23,0
12,eddie54,41.160.149.22,Tablet,Safari,2025-05-15 21:42:12,Tokyo,Japan,35.6895,139.6917,0,2,141.8280547832723,0.24005021050162334,489,86,0
369,joseph41,219.246.65.92,Tablet,Edge,2025-04-08 10:07:22,Mumbai,India,19.076,72.8777,0,1,105.09812643952768,0.04345178831944347,187,80,0
346,smithmadeline,180.187.154.160,Tablet,Chrome,2025-03-03 05:02:00,London,UK,51.5074,-0.1278,0,0,0.0,0.9743608123633929,2054,82,0
188,jacob97,98.252.161.187,Tablet,Chrome,2025-02-17 07:32:34,São Paulo,Brazil,-23.5505,-46.6333,0,3,125.00966277356208,0.17302667001203598,3579,76,0
41,jordansean,10.203.183.38,Tablet,Edge,2025-04-06 22:19:45,São Paulo,Brazil,-23.5505,-46.6333,0,5,57.79012314249636,0.11760805019691055,3131,44,0
409,carol22,52.166.234.219,Tablet,Safari,2024-11-09 14:55:25,Paris,France,48.8566,2.3522,0,1,126.11895258344235,0.2611044555921609,42,67,0
146,aromero,4.243.104.32,Tablet,Edge,2025-03-10 20:13:14,New York,USA,40.7128,-74.006,0,1,25.91755455727516,0.15023357875159074,700,70,0
56,tbrown,67.122.36.139,Mobile,Edge,2024-12-08 02:12:11,Paris,France,48.8566,2.3522,0,0,0.0,0.8814728264991651,347,100,0
342,wesleyharper,116.67.196.200,Desktop,Firefox,2025-06-23 13:03:24,Berlin,Germany,52.52,13.405,0,1,29.377106793495113,0.09394334573090823,3063,39,0
361,lynndillon,52.165.78.185,Mobile,Firefox,2025-07-10 16:05:25,New York,USA,40.7128,-74.006,0,5,81.02183094225765,0.16968414939361506,2725,2,0
335,steven84,213.84.208.28,Mobile,Edge,2024-12-01 13:09:46,Tokyo,Japan,35.6895,139.6917,0,4,134.57800823568567,0.1379992778953891,676,88,0
448,wongdavid,122.193.87.71,Mobile,Safari,2025-07-28 22:35:30,Mumbai,India,19.076,72.8777,0,0,0.0,0.9121810729192141,2640,79,0
471,brianpowell,93.149.150.7,Tablet,Edge,2025-05-12 21:11:57,Mumbai,India,19.076,72.8777,0,3,61.46379161900905,0.22157385212274192,3152,22,0
168,denise25,35.227.82.65,Tablet,Chrome,2025-09-04 14:21:44,Toronto,Canada,43.6532,-79.3832,0,5,122.56433830394738,0.16428295179531277,2590,9,0
391,anthonyhamilton,138.170.61.251,Tablet,Safari,2024-10-15 01:23:25,Sydney,Australia,-33.8688,151.2093,0,2,109.84845689527228,0.16079458137053196,3397,76,0
493,rebecca82,142.229.131.94,Tablet,Firefox,2025-06-22 08:30:33,Cape Town,South Africa,-33.9249,18.4241,0,2,95.85708603145015,0.19476033266119205,2884,47,0
437,steven44,120.229.200.121,Desktop,Firefox,2025-09-04 13:09:58,Paris,France,48.8566,2.3522,0,2,62.82322311464201,0.2700881650836961,2236,60,0
281,bcannon,142.123.167.141,Mobile,Edge,2024-10-08 08:22:25,Tokyo,Japan,35.6895,139.6917,0,4,51.28444608885094,0.13614759944713303,1730,31,0
283,ramirezmichael,212.50.18.226,Mobile,Firefox,2024-10-08 02:25:04,London,UK,51.5074,-0.1278,0,1,68.53633487623702,0.009807727502858821,1228,94,0
38,mitchelljennifer,135.230.235.131,Mobile,Chrome,2025-08-19 07:50:43,Paris,France,48.8566,2.3522,0,5,85.72650239020045,0.20178079648308503,1217,76,0
211,brockthomas,175.128.87.90,Desktop,Safari,2024-12-19 15:36:45,Mumbai,India,19.076,72.8777,0,0,0.0,0.4874031839996306,2917,8,0
494,heather65,67.0.144.52,Tablet,Chrome,2025-02-07 11:57:57,Toronto,Canada,43.6532,-79.3832,0,0,0.0,0.9392591232043714,1025,25,0
235,riveraalexandra,110.206.207.113,Mobile,Chrome,2025-06-12 16:52:55,Berlin,Germany,52.52,13.405,0,4,130.02759081629836,0.03256634838225886,273,78,0
214,scottsmith,54.77.28.172,Mobile,Firefox,2025-08-27 00:45:49,São Paulo,Brazil,-23.5505,-46.6333,0,5,44.816412691560814,0.21269302719779573,2408,51,0
108,kevinhunt,216.113.252.19,Mobile,Chrome,2025-08-22 07:01:30,Toronto,Canada,43.6532,-79.3832,0,1,89.45464225901499,0.10071249748424148,2029,14,0
357,dantaylor,31.73.234.161,Mobile,Firefox,2025-07-01 08:41:09,Cape Town,South Africa,-33.9249,18.4241,0,5,60.102336122439105,0.1564401598326715,3033,45,0
237,ryanpennington,166.214.82.233,Tablet,Edge,2025-05-14 22:07:13,São Paulo,Brazil,-23.5505,-46.6333,0,2,99.26420195326916,0.0013804552398519632,696,64,0
386,milleraaron,117.165.216.188,Desktop,Chrome,2025-01-09 11:30:41,Berlin,Germany,52.52,13.405,0,2,140.2663872668882,0.07712250569185464,349,82,0
485,tammy26,3.202.251.231,Desktop,Chrome,2024-04-17 00:26:14,Mumbai,India,19.076,72.8777,0,3,44.81487602980878,0.21944667018760664,39,77,0
198,darlene97,27.161.119.223,Desktop,Safari,2025-06-11 20:47:34,Cape Town,South Africa,-33.9249,18.4241,0,0,0.0,0.0,185,42,1
335,steven84,88.216.202.103,Mobile,Chrome,2024-09-29 21:45:52,Mumbai,India,19.076,72.8777,0,5,106.35822791618592,0.12994844918004947,1258,9,0
334,leslierobinson,6.67.137.156,Tablet,Firefox,2025-07-19 16:22:58,New York,USA,40.7128,-74.006,0,0,0.0,0.0,1845,93,1
481,nhammond,150.165.165.235,Desktop,Firefox,2025-05-02 16:30:16,New York,USA,40.7128,-74.006,0,3,54.30713753312416,0.06761595490633984,1291,27,0
319,sarahhaley,173.134.125.88,Mobile,Chrome,2025-04-16 08:57:28,New York,USA,40.7128,-74.006,0,4,105.24852850229053,0.039702336697523065,1337,23,0
478,tbriggs,45.136.26.225,Desktop,Edge,2024-09-01 06:25:41,Paris,France,48.8566,2.3522,0,5,87.99699257558892,0.07245124907253495,3511,58,0
146,aromero,1.198.214.81,Tablet,Edge,2024-12-24 11:28:00,New York,USA,40.7128,-74.006,0,5,108.90597508214937,0.2537088183202001,3450,98,0
404,john65,43.19.87.225,Tablet,Chrome,2025-03-27 05:29:44,London,UK,51.5074,-0.1278,0,3,75.26902819737953,0.28885568090959624,3531,55,0
154,bobbywilliams,143.175.124.217,Desktop,Safari,2025-08-15 17:58:58,Sydney,Australia,-33.8688,151.2093,0,0,0.0,0.3795287320454771,1645,83,0
7,walkerwilliam,37.172.113.236,Desktop,Firefox,2025-04-21 22:12:36,London,UK,51.5074,-0.1278,0,0,0.0,0.4735980803687182,917,22,0
258,matthew93,143.178.34.224,Mobile,Edge,2025-02-25 04:42:59,London,UK,51.5074,-0.1278,0,2,120.38066443946614,0.23277960818733226,2119,34,0
17,martinezjoseph,187.29.188.141,Desktop,Firefox,2024-02-22 01:29:19,Sydney,Australia,-33.8688,151.2093,0,3,137.82606010160487,0.06612297765749266,3078,57,0
241,joseph52,10.0.0.1,Desktop,Chrome,2025-02-23 05:01:08,Berlin,Germany,52.52,13.405,0,0,0.0,0.0,2020,77,1
61,gpeterson,113.150.161.102,Mobile,Chrome,2024-03-22 02:47:23,Paris,France,48.8566,2.3522,0,4,90.37713996206486,0.21424591253019268,3227,94,0
185,adamsjanet,202.140.163.107,Mobile,Chrome,2025-08-22 21:18:11,Tokyo,Japan,35.6895,139.6917,0,3,29.264149948375312,0.18216893767639636,300,44,0
37,tamara81,75.72.84.253,Tablet,Safari,2025-08-20 16:51:11,Tokyo,Japan,35.6895,139.6917,0,5,101.7495933475757,0.011654527318682528,473,33,0
188,jacob97,101.159.205.69,Mobile,Chrome,2025-04-11 07:48:12,Cape Town,South Africa,-33.9249,18.4241,0,0,0.0,0.3980937637507745,1358,49,0
344,mckenziebrandon,12.215.144.66,Tablet,Edge,2025-06-29 15:46:10,New York,USA,40.7128,-74.006,0,5,69.53794382308703,0.17340262138143836,1303,10,0
355,cfreeman,28.180.40.139,Desktop,Chrome,2025-07-18 18:37:22,Berlin,Germany,52.52,13.405,0,0,0.0,0.9056369481798694,757,41,0
306,xhopkins,44.169.222.137,Tablet,Firefox,2025-07-26 14:56:14,Paris,France,48.8566,2.3522,0,4,135.58085510380425,0.15087523990743765,3414,55,0
388,adamschristina,169.226.103.107,Mobile,Firefox,2025-08-22 06:09:53,Paris,France,48.8566,2.3522,0,5,92.63921510903808,0.28651569924591136,2558,1,0
498,willishannah,85.235.200.176,Mobile,Edge,2024-07-11 00:37:27,Paris,France,48.8566,2.3522,0,0,0.0,0.0,2993,47,1
181,hebertjennifer,109.145.200.199,Mobile,Safari,2025-08-06 15:07:20,Cape Town,South Africa,-33.9249,18.4241,0,2,75.75641294236152,0.21169671002522694,146,51,0
99,aaron18,165.123.21.186,Tablet,Safari,2024-02-20 05:01:17,Toronto,Canada,43.6532,-79.3832,0,1,62.025244328728974,0.07649166289353783,873,46,0
395,benjaminmills,11.188.56.80,Mobile,Firefox,2024-07-21 10:01:13,Berlin,Germany,52.52,13.405,0,0,0.0,0.0,1927,32,1
331,manuelmiller,64.12.193.165,Mobile,Safari,2025-06-15 09:48:37,Mumbai,India,19.076,72.8777,0,3,69.07494033314256,0.045259078563982987,3261,70,0
344,mckenziebrandon,66.102.150.112,Mobile,Firefox,2025-06-21 15:21:02,Sydney,Australia,-33.8688,151.2093,0,5,45.07051885011621,0.25030495746871056,619,30,0
328,juliawright,23.68.241.4,Mobile,Chrome,2025-04-05 13:30:31,São Paulo,Brazil,-23.5505,-46.6333,0,0,0.0,0.8670967669534089,829,69,0
32,scottgilmore,47.197.146.89,Mobile,Safari,2024-08-18 03:51:23,New York,USA,40.7128,-74.006,0,3,25.79505201393338,0.14315442680920012,748,81,0
348,amy42,155.244.245.156,Desktop,Safari,2025-08-20 19:11:54,Paris,France,48.8566,2.3522,0,0,0.0,0.8238564817882661,795,57,0
173,douglaswillis,39.205.217.2,Tablet,Chrome,2025-04-30 07:58:21,Sydney,Australia,-33.8688,151.2093,0,0,0.0,0.31925934530121,2828,59,0
349,conradtammy,143.30.74.79,Mobile,Chrome,2025-05-27 07:16:55,Sydney,Australia,-33.8688,151.2093,0,4,78.86764476330077,0.18706175589628907,472,31,0
142,matthew84,100.227.57.199,Tablet,Firefox,2025-06-27 09:09:26,Cape Town,South Africa,-33.9249,18.4241,0,4,67.64073434832898,0.2852222600611746,749,11,0
411,dfuentes,86.138.200.131,Mobile,Chrome,2023-12-25 03:02:53,Paris,France,48.8566,2.3522,0,0,0.0,0.9533103186913983,2576,13,0
280,jenniferjohnson,70.186.46.6,Tablet,Safari,2025-08-04 21:10:29,Toronto,Canada,43.6532,-79.3832,0,24,916.9968269893335,0.0,230,29,1
428,towens,112.38.250.217,Desktop,Firefox,2025-08-02 11:19:13,Tokyo,Japan,35.6895,139.6917,0,1,35.42998887720486,0.12793486828533093,267,1,0
192,tara80,219.101.195.253,Desktop,Chrome,2025-02-13 11:52:21,Sydney,Australia,-33.8688,151.2093,0,0,0.0,0.0,2884,37,1
458,brianamiller,218.7.251.142,Mobile,Edge,2025-07-14 11:39:36,London,UK,51.5074,-0.1278,0,2,126.31522031091558,0.06586163787589884,3196,12,0
457,ashleywilliams,171.29.205.126,Tablet,Safari,2025-06-20 18:02:58,Mumbai,India,19.076,72.8777,0,0,0.0,0.42636674154771576,291,30,0
243,nortonmia,59.206.237.91,Mobile,Firefox,2025-09-01 19:03:29,Berlin,Germany,52.52,13.405,0,1,47.11768895026468,0.17455936960665594,453,92,0
447,churchcory,163.174.225.238,Tablet,Chrome,2025-01-24 20:50:13,São Paulo,Brazil,-23.5505,-46.6333,0,3,105.27075996828522,0.2775667732651092,30,28,0
241,joseph52,52.37.26.238,Desktop,Chrome,2025-07-14 20:01:58,Toronto,Canada,43.6532,-79.3832,0,0,0.0,0.0,1760,65,1
466,christopherduarte,204.46.4.141,Desktop,Safari,2025-08-15 21:40:11,Toronto,Canada,43.6532,-79.3832,0,1,96.04334633891737,0.08226060927942608,564,34,0
307,jason04,4.165.47.19,Desktop,Edge,2025-05-05 07:42:35,Toronto,Canada,43.6532,-79.3832,0,0,0.0,0.0,2207,53,1
221,debrastrickland,194.158.89.118,Tablet,Edge,2025-03-13 14:20:50,Tokyo,Japan,35.6895,139.6917,0,0,0.0,0.7780187170976306,853,45,0
367,lauren53,10.0.0.1,Desktop,Firefox,2024-09-05 13:51:40,Berlin,Germany,52.52,13.405,0,0,0.0,0.0,3389,1,1
410,jackie10,53.229.246.234,Mobile,Chrome,2024-11-06 03:47:54,Paris,France,48.8566,2.3522,0,3,136.58561952411975,0.11970341431759506,1909,25,0
397,lauren72,149.197.60.28,Tablet,Safari,2025-03-16 13:55:59,New York,USA,40.7128,-74.006,0,0,0.0,0.3509901508404904,1059,16,0
8,cwilson,167.190.141.158,Desktop,Chrome,2025-06-21 14:29:54,London,UK,51.5074,-0.1278,0,0,0.0,0.9466222128551227,1680,18,0
158,nunezstephanie,148.5.175.65,Mobile,Firefox,2025-01-28 21:43:30,New York,USA,40.7128,-74.006,0,4,78.45854502515056,0.17098592595417225,1250,11,0
378,jack80,129.162.157.83,Tablet,Edge,2025-08-06 15:32:45,New York,USA,40.7128,-74.006,0,5,143.70074371348522,0.05727746776854663,2342,53,0
194,clewis,171.171.142.101,Mobile,Firefox,2025-08-01 19:22:00,Berlin,Germany,52.52,13.405,0,5,109.06799546166906,0.13049571670255036,1872,3,0
380,sdavis,65.39.235.180,Mobile,Edge,2024-10-27 19:17:29,New York,USA,40.7128,-74.006,0,2,129.5607930885419,0.22409378906889113,1953,53,0
105,sbrooks,77.65.58.136,Tablet,Firefox,2025-07-16 08:59:13,Toronto,Canada,43.6532,-79.3832,0,1,70.43823273430507,0.26913505739496585,322,89,0
288,tylerclark,146.238.179.159,Desktop,Edge,2025-06-27 02:37:37,Paris,France,48.8566,2.3522,0,3,21.655517153431003,0.23619291174820087,1442,56,0
106,robingreen,215.11.48.176,Mobile,Firefox,2025-07-31 05:15:06,Tokyo,Japan,35.6895,139.6917,0,0,0.0,0.30496725379199674,1804,39,0
28,gmorgan,104.55.225.100,Mobile,Safari,2025-05-31 06:51:26,Mumbai,India,19.076,72.8777,0,1,67.01332954067291,0.23066815047980038,311,4,0
482,marshallmichele,111.139.0.60,Tablet,Safari,2025-08-19 11:22:42,Paris,France,48.8566,2.3522,0,3,24.58567707112541,0.018808583860908133,2599,55,0
45,ethan32,88.146.208.232,Mobile,Firefox,2025-04-02 11:50:58,São Paulo,Brazil,-23.5505,-46.6333,0,0,0.0,0.38565873223285374,1665,79,0
277,wiseterri,43.10.129.211,Mobile,Firefox,2025-08-04 00:54:46,Cape Town,South Africa,-33.9249,18.4241,0,5,31.873877858419238,0.11883981714574886,2725,24,0
439,stacey54,200.3.150.114,Mobile,Edge,2024-12-28 12:37:28,Sydney,Australia,-33.8688,151.2093,0,2,39.74413416154254,0.17922672293050848,2342,3,0
492,hartcarolyn,197.139.93.219,Tablet,Firefox,2025-01-05 04:45:31,Paris,France,48.8566,2.3522,0,2,121.20144600531638,0.03426132273931613,172,29,0
16,teresa69,211.204.7.73,Tablet,Chrome,2024-11-23 18:52:58,Cape Town,South Africa,-33.9249,18.4241,0,1,112.88280598845718,0.27190186036920677,965,6,0
188,jacob97,143.238.20.102,Desktop,Safari,2025-03-14 05:20:45,London,UK,51.5074,-0.1278,0,5,122.5552046275834,0.07148261616204932,158,75,0
468,chad42,162.197.34.227,Mobile,Chrome,2023-12-18 02:08:26,New York,USA,40.7128,-74.006,0,2,31.54006957578123,0.2736090860837878,1510,39,0
317,wallacenicole,66.242.67.101,Tablet,Chrome,2025-01-25 21:12:16,Tokyo,Japan,35.6895,139.6917,0,0,0.0,0.9182752279692799,3290,94,0
327,vibarra,167.151.35.212,Tablet,Firefox,2025-09-05 18:37:40,Paris,France,48.8566,2.3522,0,0,0.0,0.8828538941655943,1753,97,0
229,steven12,209.85.131.142,Desktop,Safari,2025-01-04 12:17:38,London,UK,51.5074,-0.1278,0,0,0.0,0.9110658521421138,41,59,0
500,zacharygray,136.4.38.67,Mobile,Chrome,2025-04-19 05:44:44,Paris,France,48.8566,2.3522,0,1,103.60576630985722,0.24586441386246355,3501,93,0
412,wyattmckinney,166.135.81.193,Desktop,Edge,2025-08-23 08:34:42,São Paulo,Brazil,-23.5505,-46.6333,0,5,31.273023596875664,0.07449601165112113,433,76,0
500,zacharygray,191.149.174.194,Mobile,Safari,2025-07-30 19:48:31,Tokyo,Japan,35.6895,139.6917,0,1,98.34663007280028,0.29623023239020774,2219,84,0
